Investor_Id,hhi,year,status,first,IT,early,age,niche_width,mean_first,mean_early,mean_IT,mean_age,mean_status
51121-09,0.28,2013,0,1,0,1,5,0.12944251997831738,1,1,0,2.25,0
51121-09,0.16049382716049382,2014,0,1,0,1,6,0.11520128139262653,1,1,0,3,0
51121-09,0.1527777777777778,2015,-0.8364967441355302,1,0,1,7,0.10771497354529956,1,1,0,3.6666666666666665,-0.13941612402258838
51121-09,0.17159763313609472,2016,0.4285128604201901,0,0,1,8,0.10133145358113949,0.8571428571428571,1,0,4.285714285714286,-0.0582834119593343
51121-09,0.17333333333333334,2017,-0.8346903332156166,0,0,1,9,0.09311922343345502,0.75,1,0,4.875,-0.1553342771163696
51124-78,1,2010,0.009020995710422464,0,1,1,0,0,0,1,1,0,0.009020995710422464
51124-78,0.5,2012,0.005081193015557258,0,1,0,2,1,0,0.5,1,1,0.007051094362989861
51124-78,0.5555555555555556,2013,0.10095395375312322,0,1,0,3,0.0821917808219178,0,0.3333333333333333,1,1.6666666666666667,0.038352047493034315
51125-05,1,2002,0,0,1,1,0,0,0,1,1,0,0
51125-05,0.25,2004,0,1,0,0,2,0.2955519686864029,0.5,0.5,0.5,1,0
51125-05,0.16666666666666669,2005,0,0,0,1,3,0.24113200127158885,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0
51125-05,0.1111111111111111,2006,0,0,0,1,4,0.2369613858657611,0.25,0.75,0.25,2.25,0
51125-05,0.10000000000000003,2007,0,0,0,1,5,0.21301583036986174,0.2,0.8,0.2,2.8,0
51125-05,0.09090909090909091,2009,0,0,0,1,7,0.16199799785999638,0.16666666666666666,0.8333333333333334,0.16666666666666666,3.5,0
51125-05,0.09722222222222225,2010,0.009020995710422464,0,0,1,8,0.1376046526917957,0.14285714285714285,0.8571428571428571,0.14285714285714285,4.142857142857143,0.0012887136729174949
51125-05,0.0816326530612245,2011,0.0245535198236465,0,0,1,9,0.1154206148723547,0.125,0.875,0.125,4.75,0.004196814441758621
51125-50,1,2010,0,NA,NA,NA,0,0,NA,NA,NA,0,0
51125-77,0.5,2009,0,1,0,1,0,1,1,1,0,0,0
51125-77,0.375,2010,0,0,1,1,1,0.12193011194698733,0.5,1,0.5,0.5,0
51125-77,0.30612244897959184,2011,0,1,1,1,2,0.12758649820225834,0.6666666666666666,1,0.6666666666666666,1,0
51125-77,0.3125,2013,0,0,0,1,4,0.09876458936614553,0.5,1,0.5,1.75,0
51126-40,0.5,2009,0,1,0,1,0,0.09149370438500905,1,1,0,0,0
51126-40,0.375,2010,0,1,1,1,1,0.06769435134111701,1,1,0.5,0.5,0
51126-40,0.30612244897959184,2011,0,1,1,1,2,0.06088371096542766,1,1,0.6666666666666666,1,0
51126-40,0.20833333333333334,2012,0,0,1,1,3,0.06531128194863389,0.75,1,0.75,1.5,0
51126-40,0.2088888888888889,2013,0,0,1,1,4,0.06703490805917289,0.6,1,0.8,2,0
51126-40,0.2265625,2015,0,0,0,1,6,0.048385931105542464,0.5,1,0.6666666666666666,2.6666666666666665,0
51126-40,0.24567474048442905,2017,0,0,0,1,8,0.04395784803396052,0.42857142857142855,1,0.5714285714285714,3.4285714285714284,0
51130-63,1,2010,0,1,1,0,0,1,1,0,1,0,0
51130-63,0.5,2011,0,1,1,1,1,0.11163909036009369,1,0.5,1,0.5,0
51130-63,0.3333333333333333,2012,0,1,0,0,2,0.09831137417150193,1,0.3333333333333333,0.6666666666666666,1,0
51130-63,0.375,2013,0,1,1,1,3,0.07698030198327177,1,0.5,0.75,1.5,0
51130-63,0.2777777777777778,2015,0,1,0,1,5,0.0525771116197693,1,0.6,0.6,2.2,0
51130-63,0.26530612244897955,2016,0,1,0,0,6,0.04926195090636477,1,0.5,0.5,2.8333333333333335,0
51131-71,1,1994,0,1,1,0,0,0,1,0,1,0,0
51131-71,0.5,1997,0,1,1,0,3,1,1,0,1,1.5,0
51131-71,0.3333333333333333,1998,0,1,1,1,4,0.4580691903640645,1,0.3333333333333333,1,2.3333333333333335,0
51131-71,0.375,2000,0,1,1,1,6,0.3274544385655497,1,0.5,1,3.25,0
51131-71,0.28,2001,0,1,1,1,7,0.27631005079358706,1,0.6,1,4,0
51131-71,0.30612244897959184,2003,0,0,1,1,9,0.20309262192513108,0.8333333333333334,0.6666666666666666,1,4.833333333333333,0
51131-71,0.20987654320987653,2008,0,0,1,0,14,0.11329655775129167,0.7142857142857143,0.5714285714285714,1,6.142857142857143,0
51132-34,1,2003,0,1,0,0,0,1,1,0,0,0,0
51132-34,0.375,2004,0,0,0,0,1,0.19733773894682338,0.5,0,0,0.5,0
51132-34,0.28,2005,0,0,0,0,2,0.16431324143808934,0.3333333333333333,0,0,1,0
51132-34,0.3061224489795918,2007,1.5547005625359534e-15,0,0,0,4,0.1300244841323053,0.25,0,0,1.75,3.8867514063398835e-16
51132-34,0.34375,2008,0,0,0,0,5,0.11265552833397209,0.2,0,0,2.4,3.1094011250719067e-16
51132-34,0.2839506172839506,2009,0.1757024774100566,0,0,0,6,0.1065292311373064,0.16666666666666666,0,0,3,0.02928374623500969
51132-34,0.28,2010,0.35109328259358125,0,0,0,7,0.10767639349500346,0.14285714285714285,0,0,3.5714285714285716,0.07525653714337706
51132-34,0.23966942148760328,2017,0,0,0,0,14,0.08105554947030491,0.125,0,0,4.875,0.06584947000045492
51135-58,1,2007,0.8165020118320498,0,0,1,0,0.12710197418951652,0,1,0,0,0.8165020118320498
51135-58,0.5555555555555556,2008,0.6595047947554834,0,0,1,1,0.07482088894386651,0,1,0,0.5,0.7380034032937666
51135-58,0.5,2009,-0.7493648881488628,0,1,1,2,0.0962708792659589,0,1,0.3333333333333333,1,0.24221397281289012
51135-58,0.2839506172839506,2010,1.2885139837600226,0,1,0,3,0.0851730526956498,0,0.75,0.5,1.5,0.5037889755496732
51135-58,0.2727272727272727,2011,0.42931917491006477,0,1,0,4,0.07627497482499412,0,0.6,0.6,2,0.48889501542175146
51135-58,0.24489795918367346,2012,1.9652049503705724,0,1,0,5,0.07031548068202066,0,0.5,0.6666666666666666,2.5,0.734946671246555
51135-58,0.2041522491349481,2013,0.6934152324973349,0,1,0,6,0.058832549150805165,0,0.42857142857142855,0.7142857142857143,3,0.7290136085680949
51135-58,0.1966759002770083,2014,1.0936802048135201,0,1,0,7,0.04792722398943872,0,0.375,0.75,3.5,0.7745969330987731
51135-58,0.1746031746031746,2015,-1.1522958570573563,0,1,0,8,0.04794104880497707,0,0.3333333333333333,0.7777777777777778,4,0.5604977341925365
51135-58,0.1735537190082644,2016,0.19374991823682197,0,1,0,9,0.04740758288067981,0,0.3,0.8,4.5,0.5238229525969651
51135-58,0.16824196597353494,2017,-0.6240330265926327,0,1,0,10,0.04595101981099625,0,0.2727272727272727,0.8181818181818182,5,0.41947240903427435
51135-58,0.15976331360946747,2018,-3.6437768561381536,0,1,0,11,0.04360280684132267,0,0.25,0.8333333333333334,5.5,0.08086830360323867
51136-30,1,2002,0,1,0,1,0,0,1,1,0,0,0
51137-65,1,2010,0,NA,NA,NA,0,1,NA,NA,NA,0,0
51139-90,1,2014,0,NA,NA,NA,0,0,NA,NA,NA,0,0
51143-68,1,2005,0,0,0,1,0,0,0,1,0,0,0
51143-68,0.5,2007,1.0553509478925334,0,0,1,2,1,0,1,0,1,0.5276754739462667
51143-68,0.3333333333333333,2008,1.1552201339004682,0,0,1,3,0.17163946049712753,0,1,0,1.6666666666666667,0.7368570272643339
51143-68,0.25,2009,0.9701282028607054,1,0,1,4,0.1727770700711695,0.25,1,0,2.25,0.7951748211634267
51143-68,0.20000000000000004,2010,0.269882623869654,0,0,1,5,0.15160563319053344,0.2,1,0,2.8,0.6901163817046723
51143-68,0.1111111111111111,2011,0.6011558854016572,1,0,1,6,0.12067977841128465,0.3333333333333333,1,0,3.3333333333333335,0.6752896323208364
51143-68,0.08333333333333336,2012,1.643706415773838,1,0,1,7,0.1053702778933976,0.42857142857142855,1,0,3.857142857142857,0.8136348870998366
51143-68,0.1015625,2013,1.755624435871998,0,0,1,8,0.09216720477187547,0.375,1,0,4.375,0.9313835806963567
51143-68,0.09090909090909088,2014,1.0792711239191812,0,0,1,9,0.08803802517980075,0.3333333333333333,1,0,4.888888888888889,0.9478155299433373
51143-68,0.09155766944114148,2015,-1.5802630300260925,0,0,1,10,0.07793879388667714,0.3,1,0,5.4,0.6950076739463944
51143-68,0.08304498269896192,2016,-0.6646797561384666,0,0,1,11,0.07034922750182826,0.2727272727272727,1,0,5.909090909090909,0.5713997257568615
51143-68,0.07429322813938197,2017,-1.7852086981223145,0,0,1,12,0.06499819220740344,0.25,1,0,6.416666666666667,0.37501569043359684
51143-68,0.06714876033057848,2018,-0.8731331618881588,0,0,1,13,0.060338649704942515,0.23076923076923078,1,0,6.923076923076923,0.27900424025500026
51144-13,1,2007,0,0,0,1,0,0,0,1,0,0,0
51144-13,0.5,2008,0,0,0,1,1,1,0,1,0,0.5,0
51144-13,0.25,2009,2.5105720723883242e-15,1,0,1,2,0.30690785591089154,0.3333333333333333,1,0,1,8.368573574627748e-16
51144-13,0.15625,2010,0,1,0,1,3,0.21881721771170481,0.5,1,0,1.5,6.276430180970811e-16
51144-13,0.18000000000000002,2011,0,1,0,1,4,0.1766320401945013,0.6,1,0,2,5.021144144776648e-16
51144-13,0.18055555555555555,2012,0,0,0,1,5,0.15035706299958698,0.5,1,0,2.5,4.184286787313874e-16
51144-13,0.15555555555555559,2013,1.8964129797574168e-14,0,0,1,6,0.13491104313656166,0.42857142857142855,1,0,3,3.0678145528517843e-15
51144-13,0.1640625,2014,0,0,0,1,7,0.11987471735862865,0.375,1,0,3.5,2.6843377337453114e-15
51144-13,0.17647058823529413,2015,3.379157498023072e-14,0,0,1,8,0.09663742404100463,0.3333333333333333,1,0,4,6.1406974277992456e-15
51145-75,0.5,2010,0,1,0,1,0,1,1,1,0,0,0
51145-75,0.375,2011,0.01227675991182325,0,1,1,1,0.05047529789797845,0.5,1,0.5,0.5,0.006138379955911625
51145-75,0.3600000000000001,2012,0.4345181669475056,0,1,1,2,0.04868957061038837,0.3333333333333333,1,0.6666666666666666,1,0.14893164228644296
51145-75,0.3888888888888889,2013,0.6965324096973199,0,1,1,3,0.038908537309848,0.25,1,0.75,1.5,0.2858318341391622
51145-75,0.3877551020408163,2017,0.32451532884272477,0,1,1,7,0.015933675682131002,0.2,1,0.8,2.6,0.2935685330798747
51145-93,1,2010,0,1,0,1,0,0,1,1,0,0,0
51145-93,0.5555555555555556,2011,0,0,1,1,1,0.09216589861751157,0.5,1,0.5,0.5,0
51160-87,1,2006,0,0,1,0,0,0,0,0,1,0,0
51160-87,0.3333333333333333,2012,0,0,1,0,6,0.0894704509153459,0,0,1,3,0
51160-87,0.375,2013,0,0,1,0,7,0.0718129741837249,0,0,1,4.333333333333333,0
51160-87,0.34375,2014,-2.1516581389532976,0,0,0,8,0.0650908871338044,0,0,0.75,5.25,-0.5379145347383244
51160-87,0.2727272727272727,2015,2.421200381380242,0,0,0,9,0.056131366743320865,0,0,0.6,6,0.05390844848538885
51160-87,0.2781065088757396,2016,0.9538817651988186,0,0,0,10,0.050150661084168435,0,0,0.5,6.666666666666667,0.20390400127096045
51160-87,0.2888888888888888,2017,1.5555996125637812,0,0,0,11,0.045154156806046064,0,0,0.42857142857142855,7.285714285714286,0.397003374312792
51160-87,0.3125,2018,-0.951262750932362,0,0,0,12,0.042992168741561976,0,0,0.375,7.875,0.22847010865714773
51161-05,0.3333333333333333,2000,0,0,1,1,0,0.4372350506209166,0,1,1,0,0
51161-05,0.25,2001,0,0,1,1,1,0.3329365217096361,0,1,1,0.5,0
51161-05,0.16666666666666669,2002,0,0,1,1,2,0.2639223172286842,0,1,1,1,0
51161-05,0.10000000000000003,2004,0,0,1,1,4,0.21761483845808868,0,1,1,1.75,0
51161-05,0.09090909090909091,2005,0,0,1,1,5,0.18604261261907173,0,1,1,2.4,0
51161-05,0.08333333333333336,2007,0,0,1,1,7,0.1283562500906699,0,1,1,3.1666666666666665,0
51161-05,0.08875739644970417,2009,-1.36685032754131,0,1,1,9,0.08687883408754894,0,1,1,4,-0.19526433250590142
51161-05,0.10204081632653063,2010,1.7003970247295728,0,1,1,10,0.08081618340827945,0,1,1,4.75,0.04169333714853285
51161-05,0.09333333333333335,2011,-0.10630779500238723,0,1,1,11,0.07787870607848113,0,1,1,5.444444444444445,0.02524876690954173
51161-05,0.08650519031141868,2012,-0.6284778494736952,0,1,1,12,0.07046545291697492,0,1,1,6.1,-0.040123894728781966
51161-05,0.08641975308641975,2013,-4.87080595521475,0,1,1,13,0.06522717990851401,0,1,1,6.7272727272727275,-0.47927680931841543
51161-05,0.09262759924385637,2014,1.1180610663219714,0,1,1,14,0.05890210744425328,0,1,1,7.333333333333333,-0.34616531968171654
51161-05,0.09190672153635114,2015,-0.3854238449812831,0,1,1,15,0.055068828532670595,0,1,1,7.923076923076923,-0.3491852062432217
51161-05,0.09053069719042665,2016,-0.1936403194509886,0,1,1,16,0.06268397939493464,0,1,1,8.5,-0.3380748571866336
51161-05,0.07958477508650519,2017,0.8522566046582583,0,1,1,17,0.056226801986347115,0,1,1,9.066666666666666,-0.25871942639697415
51161-05,0.07918367346938773,2018,0.737875403226853,0,1,1,18,0.054648937165051044,0,1,1,9.625,-0.19643224954548497
51162-31,1,2010,0,0,0,0,0,0,0,0,0,0,0
51166-18,1,2006,0,1,0,1,0,0,1,1,0,0,0
51167-26,1,2000,0,0,1,1,0,0,0,1,1,0,0
51167-26,0.3333333333333333,2001,0,0,1,1,1,0.28253958899669496,0,1,1,0.5,0
51167-26,0.375,2005,0,0,1,0,5,0.1710099461694771,0,0.6666666666666666,1,2,0
51167-44,1,1999,0,0,0,0,0,0,0,0,0,0,0
51167-44,0.5,2000,0,0,0,1,1,1,0,0.5,0,0.5,0
51167-44,0.3333333333333333,2001,0,0,0,1,2,0.33845335856962666,0,0.6666666666666666,0,1,0
51167-44,0.375,2002,0.2564581613341784,0,0,1,3,0.2844104485582273,0,0.75,0,1.5,0.0641145403335446
51167-44,0.26530612244897955,2003,1.6635477821599736,0,0,1,4,0.2493430943003654,0,0.8,0,2,0.3840011886988304
51167-44,0.14049586776859505,2004,-2.055618259453127,0,0,1,5,0.2300552545934178,0,0.8333333333333334,0,2.5,-0.022602052659829175
51167-44,0.1388888888888889,2005,0.4687284031682828,0,0,1,6,0.20219057414497935,0,0.8571428571428571,0,3,0.04758801245847254
51167-44,0.12000000000000002,2006,-0.1587297109250723,0,0,1,7,0.18415453028055018,0,0.875,0,3.5,0.02179829703552943
51167-44,0.12802768166089967,2007,0.01875507329555146,0,0,1,8,0.1665020189808173,0,0.8888888888888888,0,4,0.021460161064420766
51167-44,0.13580246913580246,2008,0.0683301578225419,0,0,1,9,0.13911687861844202,0,0.9,0,4.5,0.026147160740232878
51167-44,0.1301939058171745,2009,-1.663568875392985,0,0,1,10,0.12294510611455345,0,0.9090909090909091,0,5,-0.12746338799915058
51167-44,0.13,2010,0.33063571027501737,0,0,1,11,0.11421855797085735,0,0.9166666666666666,0,5.5,-0.0892884631429699
51167-44,0.13378684807256233,2011,-0.48957549348319435,0,0,1,12,0.10876407823466361,0,0.9230769230769231,0,6,-0.12007977316914101
51167-44,0.1239669421487603,2013,0.823051432989088,0,0,1,14,0.08807887706386619,0,0.9285714285714286,0,6.571428571428571,-0.05271325844355323
51167-44,0.11531190926275994,2014,0.10721901371740532,0,0,1,15,0.07675507471849219,0,0.9333333333333333,0,7.133333333333334,-0.04205110696615599
51167-62,0.5,2001,0,0,1,1,0,1,0,1,1,0,0
51167-62,0.3333333333333333,2002,0,1,1,1,1,0.31969117557284,0.5,1,1,0.5,0
51167-62,0.20000000000000004,2003,0,1,1,1,2,0.2878536343138558,0.6666666666666666,1,1,1,0
51167-62,0.16049382716049382,2004,0.17822863750050758,0,1,1,3,0.2707214372347593,0.5,1,1,1.5,0.044557159375126894
51167-62,0.125,2005,1.3985707207548996,1,1,1,4,0.23812385278357773,0.6,1,1,2,0.3153598716510814
51167-62,0.09297052154195007,2006,-0.048941040904909465,0,1,1,5,0.18940098166370908,0.5,1,1,2.5,0.25464305289174965
51167-62,0.09640831758034026,2007,1.37437380574736,0,1,1,6,0.17028544876364318,0.42857142857142855,1,1,3,0.4146045890139797
51167-62,0.08875739644970415,2008,-0.9100160806929624,0,1,1,7,0.1374816543375912,0.375,1,1,3.5,0.24902700530061195
51167-62,0.09190672153635114,2009,-0.41719987932089087,0,1,1,8,0.1251900308525562,0.3333333333333333,1,1,4,0.17500179589822273
51167-62,0.09438775510204082,2010,0.48235503530207263,0,1,1,9,0.11558566180392593,0.3,1,1,4.5,0.2057371198386077
51167-62,0.0977777777777778,2011,-1.035289488705024,0,1,1,10,0.11402581489757059,0.2727272727272727,1,1,5,0.09291651906191394
51167-62,0.10093652445369407,2014,-1.3268568368914022,0,1,1,13,0.08557216889541598,0.25,1,1,5.666666666666667,-0.02539792726752908
51180-58,1,2007,0.02573723411462285,1,0,1,0,0.21040027869651157,1,1,0,0,0.02573723411462285
51180-58,0.5,2008,0.020789016183442414,1,0,1,1,0.1828582212266936,1,1,0,0.5,0.023263125149032633
51180-58,0.3333333333333333,2012,0.0012702982538893145,1,0,1,5,0.14645699771174614,1,1,0,2,0.015932182850651528
51180-58,0.28,2013,0.02523848843829859,0,0,1,6,0.12701793249583718,0.75,1,0,3,0.018258759247563292
51180-58,0.2777777777777778,2015,-0.2472408907979203,0,0,1,8,0.1101652045889191,0.6,1,0,4,-0.034841170761533424
51181-66,0.5,2007,0,1,0,1,0,0.40574863374263537,1,1,0,0,0
51181-66,0.3333333333333333,2008,-6.133683059691865e-14,1,0,1,1,0.2578973758397668,1,1,0,0.5,-3.0668415298459325e-14
51181-66,0.25,2009,-2.2976709119215133e-14,0,0,1,2,0.2557871442858365,0.6666666666666666,1,0,1,-2.810451323871126e-14
51181-66,0.16049382716049382,2012,-9.902824556432002e-16,0,0,1,5,0.1565760604544493,0.5,1,0,2,-2.1325955542944245e-14
51181-66,0.14000000000000007,2013,0,0,0,1,6,0.2131968967409077,0.4,1,0,2.8,-1.7060764434355397e-14
51181-66,0.11111111111111113,2014,0,0,0,1,7,0.17427518855906957,0.3333333333333333,1,0,3.5,-1.4217303695296162e-14
51181-84,1,2004,0,0,1,0,0,1,0,0,1,0,0
51181-84,0.5555555555555556,2008,1.507345801864766,0,1,0,4,0.1341283243580047,0,0,1,2,0.753672900932383
51181-84,0.375,2016,0,0,1,0,12,0.12188157769082665,0,0,1,5.333333333333333,0.5024486006215887
51181-84,0.28,2017,0,0,1,1,13,0.09178329352866876,0,0.25,1,7.25,0.3768364504661915
51181-84,0.26530612244897955,2018,0,0,1,1,14,0.07541468555498387,0,0.4,1,8.6,0.30146916037295324
51182-47,1,2008,0,1,1,1,0,0,1,1,1,0,0
51182-47,0.5,2009,0,1,0,1,1,1,1,1,0.5,0.5,0
51182-47,0.16049382716049382,2010,1.1211472315419386,0,1,1,2,0.08944383860431483,0.6666666666666666,1,0.6666666666666666,1,0.3737157438473129
51182-47,0.1640625,2011,-2.0505028111253094,0,1,1,3,0.07769879211522601,0.5,1,0.75,1.5,-0.2323388948958427
51182-47,0.14177693761814744,2012,-1.4459216155269006,0,1,1,4,0.06794281683606151,0.4,1,0.8,2,-0.4750554390220543
51182-47,0.13541666666666666,2013,0.6723311080828206,0,1,1,5,0.062127651906993875,0.3333333333333333,1,0.8333333333333334,2.5,-0.2838243478379085
51182-47,0.12244897959183675,2014,1.3330292177522705,0,1,1,6,0.053004053772957915,0.2857142857142857,1,0.8571428571428571,3,-0.052845267039311486
51182-47,0.12326869806094175,2015,-0.1852357033917308,0,1,1,7,0.04630035769446683,0.25,1,0.875,3.5,-0.0693940715833639
51182-47,0.12385073012439152,2016,0.07944270216839054,0,1,1,8,0.04271850857563864,0.2222222222222222,1,0.8888888888888888,4,-0.05285665227761341
51182-47,0.11362607514712539,2017,-1.598420983459277,0,1,1,9,0.04515449352427292,0.2,1,0.9,4.5,-0.20741308539577977
51182-47,0.11024305555555554,2018,0.2707263716994113,0,1,1,10,0.04279306582057607,0.18181818181818182,1,0.9090909090909091,5,-0.16394586202348968
51187-33,0.5,2000,0,0,0,1,2,0.21739130434782605,0,1,0,2,0
51187-33,0.3333333333333333,2001,0,0,0,1,3,0.2080085871082511,0,1,0,2.5,0
51187-33,0.375,2004,0,0,0,1,6,0.15532184601461554,0,1,0,3.6666666666666665,0
51187-33,0.3600000000000001,2007,0,0,0,1,9,0.08999999999999987,0,1,0,5,0
51187-33,0.3333333333333333,2011,0,0,0,1,13,0.055442027493709974,0,1,0,6.6,0
51187-33,0.346938775510204,2012,0,0,0,1,14,0.0534130832632277,0,1,0,7.833333333333333,0
51187-33,0.28125,2014,0,0,0,0,16,0.031606904894288634,0,0.8571428571428571,0,9,0
51187-33,0.2345679012345679,2015,0,0,0,0,17,0.03271602761691372,0,0.75,0,10,0
51189-85,1,1999,0,0,0,0,0,0,0,0,0,0,0
51189-85,0.5,2002,0,0,0,0,3,1,0,0,0,1.5,0
51189-85,0.3333333333333333,2003,0,0,1,0,4,0.2342183607752597,0,0,0.3333333333333333,2.3333333333333335,0
51189-85,0.25,2005,0,0,1,0,6,0.14936509440618317,0,0,0.5,3.25,0
51189-94,1,2000,0,1,1,0,0,1,1,0,1,0,0
51189-94,0.5,2001,0,0,1,0,1,0.4224304422044183,0.5,0,1,0.5,0
51189-94,0.25,2004,0,0,1,0,4,0.30909498026146776,0.3333333333333333,0,1,1.6666666666666667,0
51189-94,0.22222222222222227,2005,0,1,1,1,5,0.2484535741944457,0.5,0.25,1,2.5,0
51189-94,0.18367346938775508,2006,0,0,1,1,6,0.2140154154016957,0.4,0.4,1,3.2,0
51189-94,0.10059171597633138,2007,-1.3680457755079876,1,1,1,7,0.1714862198205607,0.5,0.5,1,3.8333333333333335,-0.22800762925133125
51189-94,0.06994328922495273,2008,-2.180335224539861,1,0,1,8,0.1360961928216461,0.5714285714285714,0.5714285714285714,0.8571428571428571,4.428571428571429,-0.5069115714354069
51189-94,0.06763787721123828,2009,0.08886663949725483,1,0,1,9,0.13867033631476888,0.625,0.625,0.75,5,-0.43243929506882417
51189-94,0.07429322813938197,2010,0.4580367506603358,0,0,1,10,0.12716757503501766,0.5555555555555556,0.6666666666666666,0.6666666666666666,5.555555555555555,-0.33349751221002866
51189-94,0.07107288365776367,2011,-0.2657589640972519,1,0,1,11,0.11023994155472759,0.6,0.7,0.6,6.1,-0.326723657398751
51189-94,0.06500000000000002,2012,1.7897886474092162,0,0,1,12,0.10755996511075949,0.5454545454545454,0.7272727272727273,0.5454545454545454,6.636363636363637,-0.13431344787075394
51189-94,0.06821329639889194,2013,-0.40007443317670327,0,0,1,13,0.10039266128685399,0.5,0.75,0.5,7.166666666666667,-0.15646019664624972
51189-94,0.06460562822037254,2014,-0.4218066290867283,0,0,1,14,0.08964629238571242,0.46153846153846156,0.7692307692307693,0.46153846153846156,7.6923076923076925,-0.17687146068013268
51189-94,0.06160000000000003,2015,0.7381356609928272,0,0,1,15,0.08199979111819322,0.42857142857142855,0.7857142857142857,0.42857142857142855,8.214285714285714,-0.11151380913206412
51189-94,0.06078793474915358,2016,-0.40450296137903957,0,0,1,16,0.07748982324091637,0.4,0.8,0.4,8.733333333333333,-0.13104641928186248
51189-94,0.055419921875,2017,0.2900154272400854,0,0,1,17,0.07455453194319929,0.375,0.8125,0.375,9.25,-0.10473005387424074
51189-94,0.05713967476052574,2018,-1.024699920357545,0,0,1,18,0.07277669372741824,0.35294117647058826,0.8235294117647058,0.35294117647058826,9.764705882352942,-0.15884592837325864
51191-65,1,1997,0,0,1,0,0,0,0,0,1,0,0
51191-65,0.5,2001,0,0,0,0,4,1,0,0,0.5,2,0
51191-65,0.3333333333333333,2006,0,1,1,0,9,0.19089343729882513,0.3333333333333333,0,0.6666666666666666,4.333333333333333,0
51191-65,0.20000000000000004,2007,0,1,1,0,10,0.13832364153833032,0.5,0,0.75,5.75,0
51191-65,0.15625,2009,0,1,1,0,12,0.13685664389527574,0.6,0,0.8,7,0
51191-65,0.1124260355029586,2010,0,1,0,0,13,0.14488612316933858,0.6666666666666666,0,0.6666666666666666,8,0
51191-65,0.10204081632653064,2011,0,1,0,0,14,0.11956953241642877,0.7142857142857143,0,0.5714285714285714,8.857142857142858,0
51191-65,0.09333333333333334,2015,0,1,0,0,18,0.08237662701348136,0.75,0,0.5,10,0
51191-65,0.07500000000000002,2016,-7.984368320326564,1,1,0,19,0.07081272469187072,0.7777777777777778,0,0.5555555555555556,11,-0.8871520355918405
51191-65,0.05919999999999998,2017,-1.9609916127086024,1,1,0,20,0.0653199636565911,0.8,0,0.6,11.9,-0.9945359933035167
51191-65,0.056213017751479306,2018,-1.6388156386914106,1,1,0,21,0.06480137887466865,0.8181818181818182,0,0.6363636363636364,12.727272727272727,-1.0531068701569615
51192-64,1,2010,0,NA,NA,NA,0,0,NA,NA,NA,0,0
51194-35,1,2012,0,0,0,0,0,0,0,0,0,0,0
51194-35,0.5,2015,0,0,0,0,3,0.0742291680542484,0,0,0,1.5,0
51199-03,1,2000,0,0,1,1,0,1,0,1,1,0,0
51199-03,0.3333333333333333,2001,0,0,1,1,1,0.3503439525845296,0,1,1,0.5,0
51199-03,0.375,2002,0,0,1,1,2,0.2554552237669595,0,1,1,1,0
51199-03,0.3600000000000001,2003,0,0,1,1,3,0.2479813018704732,0,1,1,1.5,0
51199-03,0.2777777777777778,2008,0,0,1,1,8,0.10145791180564713,0,1,1,2.8,0
51199-03,0.22448979591836735,2012,0,0,1,1,12,0.08385251726966436,0,1,1,4.333333333333333,0
51201-10,1,2000,0,0,1,1,0,0,0,1,1,0,0
51201-10,0.2222222222222222,2004,0,0,1,1,4,0.30019869766268137,0,1,1,2,0
51201-10,0.2345679012345679,2005,-0.30236003041160964,0,1,1,5,0.24143037193115705,0,1,1,3,-0.10078667680386988
51201-10,0.25,2007,0.053546788334905705,0,1,1,7,0.17371262582696637,0,1,1,4,-0.062203310519175985
51204-16,1,2004,0,0,1,1,0,0,0,1,1,0,0
51204-16,0.5,2010,0,0,1,0,6,0.11130277340812357,0,0.5,1,3,0
51204-16,0.3333333333333333,2011,0,0,1,0,7,0.09801541729157026,0,0.3333333333333333,1,4.333333333333333,0
51204-16,0.33333333333333337,2015,0,0,1,0,11,0.059486241019226394,0,0.25,1,6,0
51204-16,0.26530612244897955,2017,0,0,1,0,13,0.061585184981107995,0,0.2,1,7.4,0
51209-02,0.5,2003,0,0,0,1,0,1,0,1,0,0,0
51209-02,0.25,2004,0,1,1,1,1,0.1938569916288071,0.5,1,0.5,0.5,0
51209-02,0.26530612244897955,2005,0,0,1,1,2,0.16426162608633946,0.3333333333333333,1,0.6666666666666666,1,0
51209-02,0.2839506172839506,2006,0,0,1,1,3,0.12453365665353967,0.25,1,0.75,1.5,0
51209-02,0.24000000000000007,2007,0,0,1,1,4,0.16464641332100682,0.2,1,0.8,2,0
51216-04,0.5,1998,0.8866160282104734,0,1,0,0,1,0,0,1,0,0.8866160282104734
51216-04,0.30612244897959184,1999,-6.595052661458971,0,1,0,1,0.3650084828102018,0,0,1,0.5,-2.854218316624249
51216-04,0.2345679012345679,2000,-1.4572227575924293,0,1,0,2,0.2933853726322941,0,0,1,1,-2.388553130280309
51216-04,0.20000000000000004,2001,0.5062174199771666,0,1,0,3,0.2694786462680096,0,0,1,1.5,-1.6648604927159403
51216-04,0.16444444444444445,2002,-0.5060261883726218,0,0,0,4,0.2636623573873359,0,0,0.8,2,-1.4330936318472767
51216-04,0.15570934256055363,2003,0.06779498558701984,0,0,0,5,0.23183745179384474,0,0,0.6666666666666666,2.5,-1.1829455289415605
